Category,License,Dependency,Notes
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.quartz-scheduler # quartz # 2.3.0,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.xerial.snappy # snappy-java # 1.1.4,
Apache,"The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)",org.xerial.snappy # snappy-java # 1.1.7.2,
Apache,"The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)",com.fasterxml.jackson.module # jackson-module-scala_2.11 # 2.10.1,
Apache,"the Apache License, ASL Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0)",org.scalactic # scalactic_2.11 # 3.0.4,
Apache,"the Apache License, ASL Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0)",org.scalatest # scalatest_2.11 # 3.0.4,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.html),org.mongodb.scala # mongo-scala-bson_2.11 # 2.8.0,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.html),org.mongodb.scala # mongo-scala-driver_2.11 # 2.8.0,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.html),org.scalanlp # breeze-macros_2.11 # 0.13.2,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.html),org.scalanlp # breeze_2.11 # 0.13.2,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),com.chuusai # shapeless_2.11 # 2.3.2,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),com.twitter # chill-java # 0.9.3,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),com.twitter # chill_2.11 # 0.9.3,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),com.univocity # univocity-parsers # 2.7.3,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),io.spray # spray-json_2.11 # 1.3.3,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),joda-time # joda-time # 2.9.9,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),net.sf.opencsv # opencsv # 2.3,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),org.apache.solr # solr-solrj # 7.4.0.7.0.3.0-79,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),org.joda # joda-convert # 1.8.1,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),org.objenesis # objenesis # 2.5.1,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),org.roaringbitmap # RoaringBitmap # 0.5.11,
Apache,Apache 2 (http://www.apache.org/licenses/LICENSE-2.0.txt),org.typelevel # macro-compat_2.11 # 1.1.1,
Apache,Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0),com.softwaremill.sttp.client # core_2.11 # 2.1.2,
Apache,Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0),com.softwaremill.sttp.client # json-common_2.11 # 2.1.2,
Apache,Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0),com.softwaremill.sttp.client # json4s_2.11 # 2.1.2,
Apache,Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0),com.softwaremill.sttp.model # core_2.11 # 1.1.3,
Apache,Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt),com.google.errorprone # error_prone_annotations # 2.3.3,
Apache,Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt),com.squareup.okhttp # okhttp # 2.7.5,
Apache,Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt),com.squareup.okio # okio # 1.6.0,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),com.typesafe.scala-logging # scala-logging_2.11 # 3.9.0,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.bahir # spark-streaming-twitter_2.11 # 2.0.1,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-catalyst_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-core_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-graphx_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-kvstore_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-launcher_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-mllib-local_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-mllib_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-network-common_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-network-shuffle_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-sketch_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-sql_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-streaming_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-tags_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-unsafe_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache 2.0 License (http://www.apache.org/licenses/LICENSE-2.0.html),org.apache.spark # spark-yarn_2.11 # 2.4.0-cdh6.3.2,
Apache,Apache License (v2.0) (http://www.apache.org/licenses/LICENSE-2.0),com.vlkan # flatbuffers # 1.2.0-3f79e055,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.twitter4j # twitter4j-core # 4.0.4,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.twitter4j # twitter4j-stream # 4.0.4,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),com.codahale.metrics # metrics-core # 3.0.1,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),com.ning # compress-lzf # 1.0.3,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),com.yammer.metrics # metrics-core # 2.2.0,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),com.yammer.metrics # metrics-servlet # 2.2.0,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.dropwizard.metrics # metrics-core # 3.1.5,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.dropwizard.metrics # metrics-core # 3.2.6,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.dropwizard.metrics # metrics-graphite # 3.1.5,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.dropwizard.metrics # metrics-json # 3.1.5,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.dropwizard.metrics # metrics-jvm # 3.1.5,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.swagger.core.v3 # swagger-annotations # 2.1.2,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.swagger.core.v3 # swagger-core # 2.1.2,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html),io.swagger.core.v3 # swagger-models # 2.1.2,
Apache,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt),jakarta.validation # jakarta.validation-api # 2.0.2,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-client # 8.1.17.v20150415,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-continuation # 8.1.17.v20150415,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-http # 9.3.25.v20180904,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-io # 9.3.25.v20180904,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-jmx # 8.1.17.v20150415,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-security # 9.3.25.v20180904,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-server # 9.3.25.v20180904,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-servlet # 9.3.25.v20180904,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-servlets # 8.1.17.v20150415,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-util # 9.3.25.v20180904,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-webapp # 9.3.25.v20180904,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-websocket # 8.1.17.v20150415,
Apache,Apache Software License - Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.eclipse.jetty # jetty-xml # 9.3.25.v20180904,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),it.agilelab # wasp-compiler_2.11 # 2.26.0-SNAPSHOT,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),it.agilelab # wasp-consumers-spark_2.11 # 2.26.0-SNAPSHOT,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),it.agilelab # wasp-core_2.11 # 2.26.0-SNAPSHOT,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),it.agilelab # wasp-nifi-client_2.11 # 2.26.0-SNAPSHOT,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),it.agilelab # wasp-spark-nifi-plugin-bridge_2.11 # 2.26.0-SNAPSHOT,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),it.agilelab # wasp-spark-sql-kafka-0-11_2.11 # 2.26.0-SNAPSHOT,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.json4s # json4s-ast_2.11 # 3.5.3,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.json4s # json4s-core_2.11 # 3.5.3,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.json4s # json4s-jackson_2.11 # 3.5.3,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.json4s # json4s-native_2.11 # 3.5.3,
Apache,Apache-2.0 (http://www.apache.org/licenses/LICENSE-2.0),org.json4s # json4s-scalap_2.11 # 3.5.3,
Apache,Apache-2.0 (https://opensource.org/licenses/Apache-2.0),com.typesafe.akka # akka-http-core_2.11 # 10.0.9,
Apache,Apache-2.0 (https://opensource.org/licenses/Apache-2.0),com.typesafe.akka # akka-http-spray-json_2.11 # 10.0.9,
Apache,Apache-2.0 (https://opensource.org/licenses/Apache-2.0),com.typesafe.akka # akka-http-testkit_2.11 # 10.0.9,
Apache,Apache-2.0 (https://opensource.org/licenses/Apache-2.0),com.typesafe.akka # akka-http_2.11 # 10.0.9,
Apache,Apache-2.0 (https://opensource.org/licenses/Apache-2.0),com.typesafe.akka # akka-parsing_2.11 # 10.0.9,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt),it.agilelab # darwin-core-common_2.11 # 1.0.8,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt),it.agilelab # darwin-core_2.11 # 1.0.8,
Apache,Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt),it.agilelab # darwin-mock-connector_2.11 # 1.0.8,
BSD,3-Clause BSD License (https://opensource.org/licenses/BSD-3-Clause),com.esotericsoftware # kryo-shaded # 4.0.2,
BSD,BSD (LICENSE.txt),com.thoughtworks.paranamer # paranamer # 2.8,
BSD,BSD (http://asm.objectweb.org/license.html),org.ow2.asm # asm # 5.0.4,
BSD,BSD (https://github.com/sbt/test-interface/blob/master/LICENSE),org.scala-sbt # test-interface # 1.0,
BSD,BSD 2-Clause License (https://opensource.org/licenses/BSD-2-Clause),com.github.luben # zstd-jni # 1.3.2-2,
BSD,BSD 2-Clause License (https://opensource.org/licenses/BSD-2-Clause),com.github.luben # zstd-jni # 1.3.8-1,
BSD,BSD 3 Clause (http://opensource.org/licenses/BSD-3-Clause),com.github.fommil.netlib # core # 1.1.2,
BSD,BSD 3-Clause (http://www.scala-lang.org/license.html),org.scala-lang # scala-compiler # 2.11.12,
BSD,BSD 3-Clause (http://www.scala-lang.org/license.html),org.scala-lang # scala-library # 2.11.12,
BSD,BSD 3-Clause (http://www.scala-lang.org/license.html),org.scala-lang # scala-reflect # 2.11.12,
BSD,BSD 3-clause (http://opensource.org/licenses/BSD-3-Clause),org.scala-lang.modules # scala-java8-compat_2.11 # 0.7.0,
BSD,BSD 3-clause (http://opensource.org/licenses/BSD-3-Clause),org.scala-lang.modules # scala-parser-combinators_2.11 # 1.0.4,
BSD,BSD 3-clause (http://opensource.org/licenses/BSD-3-Clause),org.scala-lang.modules # scala-parser-combinators_2.11 # 1.1.0,
BSD,BSD 3-clause (http://opensource.org/licenses/BSD-3-Clause),org.scala-lang.modules # scala-xml_2.11 # 1.0.5,
BSD,BSD 3-clause (http://opensource.org/licenses/BSD-3-Clause),org.scala-lang.modules # scala-xml_2.11 # 1.0.6,
BSD,BSD-style (http://www.opensource.org/licenses/bsd-license.php),org.scalacheck # scalacheck_2.11 # 1.13.5,
BSD,Modified BSD (http://asm.objectweb.org/license.html),org.glassfish.jersey.core # jersey-server # 2.27,
BSD,New BSD License (http://www.opensource.org/licenses/bsd-license.php),com.esotericsoftware # minlog # 1.3.0,
BSD,New BSD License (http://www.opensource.org/licenses/bsd-license.php),org.hamcrest # hamcrest-core # 1.3,
BSD,New BSD License (https://raw.githubusercontent.com/janino-compiler/janino/master/LICENSE),org.codehaus.janino # commons-compiler # 3.0.9,
BSD,New BSD License (https://raw.githubusercontent.com/janino-compiler/janino/master/LICENSE),org.codehaus.janino # janino # 3.0.9,
BSD,New BSD license (http://www.opensource.org/licenses/bsd-license.php),com.google.protobuf # protobuf-java # 2.5.0,
BSD,Revised BSD (http://www.jcraft.com/jsch/LICENSE.txt),com.jcraft # jsch # 0.1.54,
BSD,The BSD 3-Clause License (http://www.opensource.org/licenses/BSD-3-Clause),org.fusesource.leveldbjni # leveldbjni-all # 1.8,
BSD,The BSD License (http://www.antlr.org/license.html),org.antlr # antlr4-runtime # 4.7,
BSD,The BSD License (http://www.opensource.org/licenses/bsd-license.php),jline # jline # 2.12,
BSD,The BSD License (http://www.opensource.org/licenses/bsd-license.php),net.sourceforge.f2j # arpack_combined_all # 0.1,
BSD,The BSD License (http://www.opensource.org/licenses/bsd-license.php),org.codehaus.woodstox # stax2-api # 3.1.4,
BSD,The New BSD License (http://www.opensource.org/licenses/bsd-license.html),net.sf.py4j # py4j # 0.10.7,
BSD,The New BSD License (http://www.opensource.org/licenses/bsd-license.html),org.reflections # reflections # 0.9.11,
CC0,CC0 (http://creativecommons.org/publicdomain/zero/1.0/),org.reactivestreams # reactive-streams # 1.0.0,
CDDL,                 CDDL License              (http://www.opensource.org/licenses/cddl1.php),javax.ws.rs # jsr311-api # 1.1.1,
CDDL,COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0 (https://glassfish.dev.java.net/public/CDDLv1.0.html),javax.activation # activation # 1.1.1,
CDDL,Common Development and Distribution License (CDDL) v1.0 (https://glassfish.dev.java.net/public/CDDLv1.0.html),javax.mail # mail # 1.4,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (http://glassfish.dev.java.net/nonav/public/CDDL+GPL.html),javax.servlet.jsp # javax.servlet.jsp-api # 2.3.1,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (http://glassfish.dev.java.net/nonav/public/CDDL+GPL.html),org.glassfish.web # javax.servlet.jsp # 2.3.2,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.dev.java.net/nonav/public/CDDL+GPL.html),javax.annotation # javax.annotation-api # 1.2,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.dev.java.net/nonav/public/CDDL+GPL.html),javax.servlet # javax.servlet-api # 3.1.0,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.dev.java.net/nonav/public/CDDL+GPL.html),org.glassfish # javax.el # 3.0.0,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.dev.java.net/nonav/public/CDDL+GPL.html),org.glassfish.hk2 # osgi-resource-locator # 1.0.1,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html),org.glassfish.hk2 # hk2-api # 2.4.0-b34,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html),org.glassfish.hk2 # hk2-locator # 2.4.0-b34,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html),org.glassfish.hk2 # hk2-utils # 2.4.0-b34,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html),org.glassfish.hk2.external # aopalliance-repackaged # 2.4.0-b34,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html),org.glassfish.hk2.external # javax.inject # 2.4.0-b34,
GPL with Classpath Extension,CDDL + GPLv2 with classpath exception (https://glassfish.java.net/nonav/public/CDDL+GPL_1_1.html),org.glassfish.hk2.external # javax.inject # 2.5.0-b42,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.xml.bind # jaxb-core # 2.2.11,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.xml.bind # jaxb-impl # 2.2.11,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish.jersey.bundles.repackaged # jersey-guava # 2.22.2,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish.jersey.containers # jersey-container-servlet # 2.22.2,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish.jersey.containers # jersey-container-servlet-core # 2.22.2,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish.jersey.core # jersey-client # 2.22.2,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish.jersey.core # jersey-common # 2.22.2,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish.jersey.core # jersey-server # 2.22.2,
GPL,CDDL+GPL License (http://glassfish.java.net/public/CDDL+GPL_1_1.html),org.glassfish.jersey.media # jersey-media-jaxb # 2.22.2,
GPL,CDDL/GPLv2+CE (https://github.com/javaee/activation/blob/master/LICENSE.txt),javax.activation # javax.activation-api # 1.2.0,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-core # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-json # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-server # 1.19,
GPL,GPL2 w/ CPE (http://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.jersey # jersey-servlet # 1.19,
GPL,GPL2 w/ CPE (https://glassfish.java.net/public/CDDL+GPL_1_1.html),com.sun.xml.bind # jaxb-impl # 2.2.3-1,
GPL,GPL2 w/ CPE (https://glassfish.java.net/public/CDDL+GPL_1_1.html),javax.xml.bind # jaxb-api # 2.2.11,
GPL,GPL2 w/ CPE (https://www.gnu.org/software/classpath/license.html),jakarta.ws.rs # jakarta.ws.rs-api # 2.1.5,
LGPL,"GNU Lesser General Public License, Version 2.1 (http://www.gnu.org/licenses/lgpl-2.1.html)",com.mchange # c3p0 # 0.9.5.2,
LGPL,"GNU Lesser General Public License, Version 2.1 (http://www.gnu.org/licenses/lgpl-2.1.html)",com.mchange # mchange-commons-java # 0.2.11,
MIT,MIT (http://opensource.org/licenses/MIT),org.spire-math # spire-macros_2.11 # 0.13.0,
MIT,MIT (http://opensource.org/licenses/MIT),org.spire-math # spire_2.11 # 0.13.0,
MIT,MIT (http://opensource.org/licenses/MIT),org.typelevel # machinist_2.11 # 0.6.1,
MIT,MIT (https://opensource.org/licenses/MIT),com.sksamuel.avro4s # avro4s-core_2.11 # 1.8.3,
MIT,MIT (https://opensource.org/licenses/MIT),com.sksamuel.avro4s # avro4s-json_2.11 # 1.8.3,
MIT,MIT (https://opensource.org/licenses/MIT),com.sksamuel.avro4s # avro4s-macros_2.11 # 1.8.3,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),com.microsoft.sqlserver # mssql-jdbc # 6.2.1.jre7,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.jruby.jcodings # jcodings # 1.0.18,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.jruby.joni # joni # 2.1.11,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.slf4j # jcl-over-slf4j # 1.7.25,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.slf4j # jul-to-slf4j # 1.7.25,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.slf4j # slf4j-api # 1.7.16,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.slf4j # slf4j-api # 1.7.25,
MIT,MIT License (http://www.opensource.org/licenses/mit-license.php),org.slf4j # slf4j-log4j12 # 1.7.25,
MIT,MIT License (https://raw.githubusercontent.com/andresilva/scala-pool/master/LICENSE),io.github.andrebeat # scala-pool_2.11 # 0.4.3,
MIT,MIT License (https://raw.githubusercontent.com/irmen/Pyrolite/master/LICENSE),net.razorvine # pyrolite # 4.13,
MIT,The MIT License (http://opensource.org/licenses/MIT),org.checkerframework # checker-qual # 2.6.0,
MIT,The MIT License (http://www.opensource.org/licenses/mit-license.php),net.sf.jopt-simple # jopt-simple # 3.2,
Mozilla,MPL (http://www.mozilla.org/MPL/2.0/index.txt),com.github.rwl # jtransforms # 2.4.0,
Mozilla,MPL 1.1 (http://www.mozilla.org/MPL/MPL-1.1.html),org.javassist # javassist # 3.18.1-GA,
Mozilla,MPL 1.1 (http://www.mozilla.org/MPL/MPL-1.1.html),org.javassist # javassist # 3.21.0-GA,
Mozilla,Mozilla Public License Version 2.0 (http://www.mozilla.org/MPL/2.0),org.jamon # jamon-runtime # 2.4.1,
Public Domain,Public Domain (https://creativecommons.org/publicdomain/zero/1.0/),org.glassfish.jersey.containers # jersey-container-servlet # 2.27,
Public Domain,Public Domain (https://creativecommons.org/publicdomain/zero/1.0/),org.glassfish.jersey.containers # jersey-container-servlet-core # 2.27,
Public Domain,Public Domain (https://creativecommons.org/publicdomain/zero/1.0/),org.glassfish.jersey.core # jersey-client # 2.27,
Public Domain,Public Domain (https://creativecommons.org/publicdomain/zero/1.0/),org.glassfish.jersey.core # jersey-common # 2.27,
Public Domain,Public Domain (https://creativecommons.org/publicdomain/zero/1.0/),org.glassfish.jersey.media # jersey-media-jaxb # 2.27,
Public Domain,Public Domain,aopalliance # aopalliance # 1.0,
Public Domain,Public Domain,org.tukaani # xz # 1.5,
Public Domain,Public Domain,org.tukaani # xz # 1.6,
unrecognized,Bouncy Castle Licence (http://www.bouncycastle.org/licence.html),org.bouncycastle # bcpkix-jdk15on # 1.60,
unrecognized,Bouncy Castle Licence (http://www.bouncycastle.org/licence.html),org.bouncycastle # bcprov-jdk15on # 1.60,
unrecognized,EDL 1.0 (http://www.eclipse.org/org/documents/edl-v10.php),jakarta.activation # jakarta.activation-api # 1.2.1,
unrecognized,Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php),com.sun.istack # istack-commons-runtime # 3.0.8,
unrecognized,Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php),jakarta.xml.bind # jakarta.xml.bind-api # 2.3.2,
unrecognized,Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php),org.glassfish.jaxb # jaxb-runtime # 2.3.2,
unrecognized,Eclipse Public License 1.0 (http://www.eclipse.org/legal/epl-v10.html),junit # junit # 4.12,
unrecognized,The Go license (https://golang.org/LICENSE),com.google.re2j # re2j # 1.1,
unrecognized,Unknown License (http://asm.ow2.org/license.html),org.apache.xbean # xbean-asm7-shaded # 4.12,
unrecognized,none specified (none specified),javax.servlet.jsp # jsp-api # 2.1,
unrecognized,none specified (none specified),org.codehaus.jettison # jettison # 1.1,
unrecognized,none specified (none specified),oro # oro # 2.0.8,
